	AT	Balt	BE	DE	DK	Es	Fr	NL	No	Se	Uk
t7519	0.15	0.14	0.14	0.14	0.14	0.13	0.12	0.12	0.12	0.11	0.11
t7520	0.11	0.12	0.13	0.15	0.16	0.20	0.20	0.19	0.19	0.20	0.22
t7521	0.24	0.26	0.27	0.28	0.27	0.27	0.25	0.25	0.25	0.25	0.25
t7522	0.25	0.25	0.27	0.28	0.27	0.25	0.24	0.23	0.25	0.25	0.27
t7523	0.27	0.30	0.31	0.32	0.33	0.32	0.32	0.32	0.32	0.32	0.32
t7524	0.32	0.30	0.29	0.28	0.28	0.29	0.26	0.24	0.22	0.21	0.18
t7525	0.18	0.17	0.17	0.17	0.14	0.14	0.14	0.13	0.13	0.14	0.14
t7526	0.15	0.15	0.17	0.19	0.20	0.22	0.23	0.24	0.24	0.23	0.21
t7527	0.19	0.17	0.16	0.16	0.16	0.16	0.15	0.12	0.12	0.12	0.12
t7528	0.13	0.10	0.10	0.13	0.13	0.13	0.13	0.14	0.14	0.16	0.16
t7529	0.18	0.23	0.26	0.26	0.29	0.29	0.30	0.29	0.29	0.29	0.28
t7530	0.27	0.28	0.28	0.30	0.28	0.27	0.25	0.25	0.24	0.23	0.24
t7531	0.26	0.27	0.30	0.33	0.29	0.29	0.32	0.33	0.33	0.32	0.31
t7532	0.28	0.25	0.23	0.21	0.20	0.17	0.16	0.16	0.16	0.15	0.13
t7533	0.12	0.13	0.13	0.10	0.10	0.10	0.11	0.10	0.09	0.09	0.09
t7534	0.08	0.07	0.06	0.06	0.06	0.06	0.06	0.06	0.05	0.05	0.05
t7535	0.05	0.05	0.06	0.06	0.05	0.04	0.04	0.05	0.05	0.05	0.06
t7536	0.06	0.07	0.08	0.07	0.07	0.09	0.10	0.11	0.11	0.11	0.11
t7537	0.10	0.09	0.08	0.08	0.08	0.08	0.07	0.07	0.07	0.07	0.06
t7538	0.06	0.06	0.05	0.05	0.04	0.04	0.05	0.05	0.06	0.06	0.06
t7539	0.06	0.05	0.05	0.04	0.03	0.03	0.03	0.02	0.02	0.01	0.01
t7540	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.02	0.03
t7541	0.03	0.03	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.01	0.01
t7542	0.01	0.01	0.01	0.01	0.02	0.02	0.02	0.02	0.02	0.02	0.02
t7543	0.03	0.04	0.04	0.04	0.03	0.03	0.02	0.02	0.02	0.02	0.02
t7544	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.02	0.02	0.02	0.02
t7545	0.02	0.02	0.02	0.03	0.04	0.04	0.03	0.03	0.03	0.03	0.02
t7546	0.02	0.02	0.02	0.01	0.01	0.01	0.01	0.02	0.02	0.02	0.02
t7547	0.02	0.02	0.03	0.04	0.06	0.07	0.08	0.08	0.09	0.09	0.09
t7548	0.08	0.08	0.08	0.07	0.06	0.04	0.03	0.04	0.05	0.07	0.08
t7549	0.09	0.09	0.09	0.10	0.09	0.10	0.11	0.14	0.15	0.16	0.16
t7550	0.14	0.13	0.12	0.11	0.10	0.09	0.08	0.05	0.04	0.04	0.06
t7551	0.06	0.07	0.08	0.08	0.08	0.07	0.06	0.07	0.08	0.09	0.11
t7552	0.12	0.13	0.12	0.10	0.10	0.09	0.09	0.08	0.07	0.06	0.05
t7553	0.05	0.06	0.07	0.08	0.09	0.10	0.10	0.09	0.07	0.08	0.09
t7554	0.10	0.11	0.11	0.14	0.12	0.10	0.08	0.08	0.07	0.07	0.06
t7555	0.05	0.05	0.04	0.05	0.07	0.07	0.07	0.07	0.08	0.09	0.10
t7556	0.09	0.10	0.11	0.12	0.13	0.17	0.19	0.20	0.21	0.21	0.20
t7557	0.19	0.17	0.17	0.16	0.14	0.13	0.10	0.11	0.12	0.12	0.13
t7558	0.12	0.12	0.10	0.10	0.10	0.11	0.12	0.13	0.13	0.12	0.11
t7559	0.11	0.11	0.10	0.08	0.08	0.09	0.09	0.09	0.07	0.08	0.09
t7560	0.10	0.11	0.12	0.11	0.10	0.10	0.11	0.12	0.13	0.14	0.14
t7561	0.13	0.13	0.12	0.12	0.11	0.10	0.09	0.10	0.11	0.11	0.10
t7562	0.13	0.14	0.16	0.18	0.18	0.17	0.13	0.12	0.13	0.14	0.14
t7563	0.16	0.15	0.13	0.12	0.11	0.10	0.09	0.07	0.07	0.06	0.06
t7564	0.07	0.08	0.11	0.13	0.14	0.15	0.16	0.18	0.21	0.23	0.24
t7565	0.26	0.30	0.34	0.36	0.38	0.39	0.40	0.40	0.39	0.40	0.42
t7566	0.45	0.45	0.48	0.45	0.47	0.46	0.47	0.46	0.45	0.42	0.39
t7567	0.37	0.35	0.34	0.34	0.32	0.34	0.35	0.35	0.34	0.32	0.30
t7568	0.28	0.29	0.29	0.26	0.26	0.20	0.21	0.20	0.18	0.17	0.16
t7569	0.15	0.14	0.13	0.12	0.12	0.12	0.14	0.12	0.11	0.12	0.13
t7570	0.14	0.15	0.15	0.17	0.18	0.20	0.22	0.23	0.27	0.30	0.33
t7571	0.35	0.34	0.30	0.23	0.20	0.18	0.18	0.19	0.22	0.20	0.19
t7572	0.17	0.15	0.14	0.12	0.09	0.06	0.05	0.03	0.03	0.03	0.03
t7573	0.03	0.03	0.03	0.03	0.03	0.04	0.07	0.10	0.12	0.14	0.17
t7574	0.18	0.19	0.19	0.20	0.20	0.21	0.22	0.22	0.19	0.20	0.24
t7575	0.27	0.29	0.31	0.29	0.29	0.30	0.32	0.34	0.38	0.41	0.42
t7576	0.42	0.41	0.40	0.38	0.36	0.34	0.33	0.32	0.29	0.25	0.23
t7577	0.21	0.22	0.22	0.22	0.22	0.19	0.17	0.17	0.15	0.15	0.15
t7578	0.14	0.15	0.16	0.18	0.17	0.17	0.15	0.13	0.12	0.12	0.12
t7579	0.12	0.12	0.11	0.11	0.12	0.13	0.13	0.13	0.12	0.11	0.10
t7580	0.09	0.09	0.10	0.11	0.12	0.12	0.11	0.11	0.11	0.10	0.09
t7581	0.09	0.09	0.09	0.08	0.08	0.08	0.06	0.07	0.08	0.08	0.07
t7582	0.07	0.05	0.04	0.05	0.05	0.06	0.06	0.05	0.06	0.06	0.06
t7583	0.06	0.07	0.06	0.06	0.04	0.03	0.03	0.04	0.04	0.05	0.05
t7584	0.06	0.07	0.06	0.06	0.07	0.09	0.10	0.12	0.13	0.14	0.13
t7585	0.13	0.12	0.12	0.12	0.12	0.11	0.09	0.07	0.07	0.07	0.08
t7586	0.11	0.10	0.09	0.08	0.07	0.07	0.08	0.10	0.12	0.12	0.11
t7587	0.11	0.10	0.09	0.09	0.09	0.09	0.09	0.11	0.14	0.17	0.19
t7588	0.21	0.18	0.20	0.21	0.21	0.20	0.19	0.18	0.17	0.17	0.15
t7589	0.15	0.14	0.15	0.14	0.13	0.12	0.10	0.09	0.08	0.08	0.09
t7590	0.08	0.09	0.09	0.08	0.10	0.11	0.11	0.12	0.11	0.11	0.12
t7591	0.12	0.13	0.12	0.12	0.14	0.12	0.11	0.10	0.09	0.09	0.09
t7592	0.09	0.09	0.11	0.11	0.13	0.11	0.12	0.14	0.17	0.19	0.21
t7593	0.26	0.27	0.28	0.28	0.27	0.28	0.30	0.29	0.10	0.09	0.08
t7594	0.08	0.09	0.11	0.11	0.12	0.12	0.12	0.10	0.10	0.11	0.12
t7595	0.13	0.14	0.15	0.19	0.22	0.25	0.27	0.29	0.31	0.32	0.34
t7596	0.36	0.39	0.41	0.43	0.44	0.39	0.41	0.44	0.43	0.38	0.38
t7597	0.37	0.36	0.31	0.26	0.22	0.22	0.23	0.25	0.25	0.25	0.24
t7598	0.23	0.22	0.21	0.18	0.18	0.16	0.13	0.09	0.07	0.07	0.08
t7599	0.09	0.10	0.11	0.12	0.14	0.14	0.12	0.13	0.15	0.17	0.17
t7600	0.17	0.21	0.20	0.19	0.18	0.19	0.19	0.19	0.19	0.21	0.24
t7601	0.26	0.27	0.27	0.28	0.27	0.26	0.25	0.22	0.17	0.14	0.13
t7602	0.14	0.16	0.17	0.18	0.19	0.18	0.20	0.21	0.22	0.21	0.19
t7603	0.16	0.17	0.17	0.16	0.13	0.13	0.14	0.15	0.15	0.14	0.11
t7604	0.10	0.10	0.11	0.11	0.11	0.12	0.11	0.10	0.09	0.09	0.09
t7605	0.09	0.08	0.07	0.07	0.08	0.07	0.06	0.06	0.06	0.07	0.08
t7606	0.08	0.08	0.06	0.06	0.06	0.06	0.07	0.06	0.06	0.07	0.07
t7607	0.07	0.07	0.06	0.06	0.06	0.05	0.03	0.03	0.02	0.03	0.03
t7608	0.03	0.04	0.04	0.03	0.03	0.03	0.03	0.03	0.04	0.04	0.04
t7609	0.04	0.04	0.04	0.04	0.04	0.03	0.03	0.03	0.03	0.03	0.05
t7610	0.06	0.05	0.05	0.06	0.05	0.05	0.05	0.05	0.06	0.06	0.06
t7611	0.06	0.06	0.06	0.05	0.06	0.06	0.07	0.08	0.09	0.10	0.11
t7612	0.13	0.15	0.17	0.17	0.18	0.19	0.19	0.19	0.19	0.20	0.21
t7613	0.21	0.20	0.19	0.19	0.18	0.17	0.15	0.14	0.12	0.11	0.09
t7614	0.07	0.06	0.05	0.06	0.08	0.12	0.14	0.14	0.15	0.16	0.20
t7615	0.23	0.26	0.27	0.29	0.28	0.30	0.29	0.29	0.27	0.26	0.23
t7616	0.20	0.16	0.12	0.11	0.09	0.06	0.05	0.05	0.05	0.05	0.06
t7617	0.07	0.10	0.14	0.18	0.18	0.19	0.20	0.19	0.18	0.16	0.15
t7618	0.15	0.14	0.13	0.16	0.14	0.12	0.11	0.12	0.13	0.14	0.14
t7619	0.14	0.11	0.09	0.11	0.14	0.17	0.19	0.20	0.21	0.22	0.21
t7620	0.20	0.19	0.18	0.17	0.16	0.16	0.14	0.13	0.16	0.24	0.30
t7621	0.32	0.34	0.35	0.32	0.31	0.31	0.32	0.32	0.32	0.30	0.31
t7622	0.26	0.23	0.20	0.18	0.17	0.16	0.16	0.16	0.18	0.21	0.20
t7623	0.20	0.20	0.17	0.16	0.14	0.11	0.10	0.09	0.10	0.11	0.11
t7624	0.12	0.12	0.12	0.12	0.13	0.13	0.13	0.14	0.16	0.16	0.17
t7625	0.18	0.21	0.23	0.26	0.28	0.28	0.28	0.26	0.26	0.25	0.25
t7626	0.26	0.27	0.28	0.30	0.28	0.27	0.24	0.22	0.22	0.20	0.17
t7627	0.15	0.12	0.10	0.10	0.10	0.11	0.10	0.09	0.08	0.06	0.05
t7628	0.06	0.07	0.08	0.09	0.10	0.10	0.10	0.10	0.09	0.09	0.09
t7629	0.09	0.09	0.08	0.07	0.07	0.06	0.07	0.07	0.07	0.06	0.06
t7630	0.06	0.06	0.09	0.10	0.10	0.10	0.09	0.09	0.07	0.06	0.05
t7631	0.05	0.05	0.05	0.05	0.05	0.04	0.04	0.04	0.04	0.04	0.04
t7632	0.05	0.05	0.06	0.07	0.10	0.11	0.11	0.11	0.11	0.09	0.08
t7633	0.08	0.07	0.07	0.06	0.06	0.06	0.06	0.05	0.04	0.05	0.06
t7634	0.07	0.08	0.10	0.10	0.09	0.09	0.11	0.12	0.14	0.14	0.14
t7635	0.14	0.15	0.15	0.15	0.16	0.16	0.16	0.16	0.15	0.13	0.12
t7636	0.12	0.10	0.11	0.10	0.11	0.11	0.11	0.11	0.12	0.13	0.13
t7637	0.13	0.12	0.11	0.10	0.10	0.10	0.10	0.10	0.11	0.11	0.10
t7638	0.08	0.07	0.07	0.06	0.05	0.05	0.05	0.06	0.06	0.06	0.07
t7639	0.08	0.09	0.10	0.11	0.15	0.17	0.19	0.20	0.20	0.21	0.21
t7640	0.22	0.22	0.19	0.21	0.23	0.23	0.27	0.29	0.32	0.33	0.31
t7641	0.30	0.30	0.30	0.28	0.26	0.24	0.20	0.21	0.20	0.19	0.18
t7642	0.17	0.16	0.14	0.13	0.12	0.12	0.10	0.09	0.09	0.07	0.07
t7643	0.06	0.05	0.04	0.03	0.03	0.03	0.03	0.03	0.04	0.06	0.07
t7644	0.07	0.08	0.10	0.11	0.12	0.13	0.15	0.17	0.18	0.20	0.21
t7645	0.24	0.24	0.24	0.22	0.21	0.20	0.19	0.16	0.14	0.12	0.11
t7646	0.10	0.10	0.09	0.13	0.23	0.34	0.41	0.45	0.49	0.53	0.54
t7647	0.57	0.57	0.56	0.54	0.55	0.61	0.63	0.64	0.62	0.61	0.61
t7648	0.60	0.60	0.59	0.58	0.56	0.54	0.51	0.49	0.46	0.44	0.37
t7649	0.42	0.47	0.44	0.41	0.36	0.32	0.30	0.25	0.21	0.20	0.18
t7650	0.16	0.16	0.14	0.13	0.11	0.11	0.11	0.11	0.12	0.12	0.14
t7651	0.14	0.17	0.20	0.25	0.23	0.27	0.29	0.30	0.30	0.29	0.28
t7652	0.28	0.28	0.27	0.27	0.26	0.27	0.28	0.29	0.31	0.33	0.35
t7653	0.36	0.38	0.38	0.36	0.32	0.31	0.37	0.36	0.32	0.29	0.26
t7654	0.25	0.26	0.26	0.26	0.25	0.23	0.21	0.20	0.18	0.17	0.15
t7655	0.15	0.15	0.14	0.15	0.17	0.20	0.30	0.39	0.53	0.61	0.59
t7656	0.59	0.56	0.57	0.56	0.54	0.51	0.47	0.42	0.35	0.34	0.30
t7657	0.30	0.31	0.30	0.28	0.26	0.25	0.23	0.21	0.21	0.21	0.19
t7658	0.22	0.27	0.34	0.38	0.39	0.39	0.39	0.38	0.39	0.40	0.42
t7659	0.47	0.47	0.15	0.14	0.14	0.15	0.17	0.20	0.20	0.24	0.28
t7660	0.36	0.40	0.43	0.43	0.38	0.33	0.28	0.28	0.31	0.33	0.36
t7661	0.37	0.36	0.33	0.31	0.30	0.30	0.30	0.32	0.33	0.33	0.34
t7662	0.37	0.39	0.40	0.37	0.36	0.38	0.38	0.36	0.34	0.33	0.33
t7663	0.32	0.31	0.29	0.27	0.25	0.23	0.21	0.20	0.20	0.19	0.20
t7664	0.22	0.26	0.32	0.39	0.44	0.50	0.56	0.60	0.60	0.59	0.62
t7665	0.63	0.62	0.60	0.58	0.56	0.52	0.47	0.41	0.37	0.34	0.32
t7666	0.30	0.30	0.31	0.32	0.35	0.40	0.44	0.45	0.46	0.50	0.53
t7667	0.52	0.53	0.52	0.52	0.52	0.51	0.49	0.46	0.49	0.44	0.39
t7668	0.36	0.35	0.33	0.31	0.29	0.26	0.23	0.26	0.23	0.20	0.18
t7669	0.17	0.15	0.14	0.13	0.13	0.13	0.13	0.13	0.14	0.14	0.14
t7670	0.14	0.13	0.13	0.13	0.12	0.12	0.11	0.11	0.10	0.09	0.11
t7671	0.10	0.09	0.09	0.10	0.11	0.11	0.11	0.11	0.12	0.12	0.12
t7672	0.13	0.16	0.16	0.15	0.15	0.14	0.13	0.12	0.12	0.10	0.07
t7673	0.06	0.06	0.07	0.10	0.12	0.14	0.14	0.15	0.21	0.28	0.34
t7674	0.39	0.44	0.48	0.55	0.58	0.62	0.65	0.67	0.69	0.72	0.74
t7675	0.74	0.74	0.73	0.71	0.65	0.62	0.60	0.60	0.55	0.50	0.47
t7676	0.43	0.41	0.37	0.36	0.35	0.35	0.31	0.29	0.28	0.28	0.28
t7677	0.29	0.29	0.29	0.30	0.34	0.33	0.28	0.26	0.25	0.26	0.22
t7678	0.22	0.23	0.24	0.25	0.24	0.24	0.23	0.26	0.24	0.23	0.24
t7679	0.25	0.26	0.28	0.32	0.36	0.41	0.45	0.48	0.47	0.44	0.42
t7680	0.40	0.38	0.34	0.34	0.36	0.37	0.37	0.36	0.34	0.33	0.31
t7681	0.29	0.29	0.28	0.27	0.27	0.27	0.28	0.28	0.28	0.29	0.30
t7682	0.30	0.30	0.31	0.30	0.28	0.29	0.30	0.31	0.31	0.31	0.31
t7683	0.29	0.28	0.26	0.25	0.24	0.23	0.21	0.19	0.18	0.17	0.16
t7684	0.16	0.15	0.16	0.16	0.15	0.14	0.14	0.15	0.18	0.19	0.21
t7685	0.21	0.21	0.23	0.23	0.23	0.23	0.24	0.24	0.26	0.26	0.27
t7686	0.28	0.29	0.32	0.29	0.31	0.32	0.30	0.29	0.26	0.26	0.25
t7687	0.24	0.24	0.25	0.27	0.32	0.32	0.31	0.32	0.33	0.34	0.35
t7688	0.36	0.36	0.35	0.31	0.43	0.45	0.45	0.43	0.41	0.37	0.36
t7689	0.34	0.33	0.31	0.30	0.28	0.25	0.25	0.22	0.20	0.18	0.16
t7690	0.15	0.15	0.16	0.17	0.18	0.18	0.14	0.15	0.18	0.21	0.26
t7691	0.29	0.32	0.34	0.38	0.41	0.43	0.45	0.47	0.53	0.54	0.55
t7692	0.56	0.57	0.59	0.60	0.62	0.63	0.64	0.63	0.62	0.66	0.68
t7693	0.63	0.54	0.50	0.48	0.46	0.45	0.44	0.43	0.41	0.39	0.42
t7694	0.39	0.35	0.32	0.31	0.29	0.28	0.27	0.26	0.25	0.20	0.21
t7695	0.22	0.20	0.17	0.15	0.12	0.10	0.09	0.10	0.10	0.09	0.09
t7696	0.09	0.08	0.07	0.06	0.06	0.06	0.07	0.08	0.08	0.09	0.09
t7697	0.09	0.08	0.07	0.07	0.07	0.07	0.08	0.09	0.11	0.12	0.12
t7698	0.11	0.11	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.11	0.12
t7699	0.13	0.15	0.14	0.12	0.15	0.15	0.14	0.14	0.13	0.13	0.14
t7700	0.15	0.15	0.15	0.15	0.15	0.12	0.13	0.13	0.13	0.13	0.13
t7701	0.14	0.14	0.15	0.15	0.15	0.13	0.13	0.13	0.14	0.14	0.14
t7702	0.14	0.17	0.19	0.19	0.19	0.19	0.19	0.20	0.20	0.19	0.19
t7703	0.20	0.21	0.22	0.24	0.25	0.25	0.25	0.24	0.19	0.17	0.16
t7704	0.16	0.16	0.17	0.18	0.18	0.17	0.16	0.15	0.14	0.13	0.13
t7705	0.13	0.14	0.13	0.14	0.14	0.14	0.14	0.13	0.13	0.13	0.12
t7706	0.11	0.10	0.10	0.09	0.09	0.09	0.09	0.10	0.10	0.10	0.09
t7707	0.09	0.08	0.08	0.07	0.07	0.06	0.06	0.06	0.06	0.05	0.05
t7708	0.05	0.06	0.07	0.07	0.06	0.05	0.05	0.05	0.06	0.07	0.07
t7709	0.07	0.08	0.09	0.08	0.07	0.07	0.07	0.06	0.06	0.05	0.05
t7710	0.05	0.04	0.04	0.03	0.02	0.02	0.02	0.02	0.02	0.02	0.02
t7711	0.02	0.02	0.02	0.02	0.02	0.02	0.01	0.02	0.02	0.02	0.02
t7712	0.02	0.02	0.02	0.02	0.01	0.02	0.02	0.02	0.01	0.01	0.02
t7713	0.02	0.02	0.03	0.03	0.02	0.02	0.02	0.02	0.02	0.02	0.02
t7714	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02
t7715	0.02	0.03	0.03	0.03	0.03	0.03	0.04	0.04	0.04	0.04	0.04
t7716	0.04	0.04	0.03	0.03	0.03	0.03	0.02	0.02	0.02	0.02	0.01
t7717	0.01	0.02	0.03	0.04	0.05	0.05	0.05	0.06	0.06	0.06	0.07
t7718	0.08	0.09	0.10	0.10	0.10	0.10	0.10	0.10	0.11	0.10	0.09
t7719	0.09	0.10	0.09	0.09	0.09	0.10	0.11	0.11	0.12	0.12	0.13
t7720	0.13	0.13	0.13	0.14	0.14	0.15	0.14	0.14	0.15	0.15	0.15
t7721	0.14	0.13	0.11	0.12	0.11	0.11	0.12	0.13	0.16	0.18	0.20
t7722	0.22	0.22	0.22	0.21	0.20	0.19	0.19	0.19	0.19	0.20	0.21
t7723	0.21	0.21	0.25	0.21	0.18	0.16	0.15	0.14	0.13	0.13	0.13
t7724	0.14	0.15	0.15	0.14	0.14	0.14	0.14	0.18	0.18	0.20	0.21
t7725	0.22	0.22	0.22	0.22	0.21	0.17	0.14	0.11	0.09	0.08	0.08
t7726	0.08	0.09	0.09	0.09	0.10	0.11	0.12	0.13	0.14	0.15	0.16
t7727	0.17	0.19	0.20	0.20	0.20	0.20	0.19	0.17	0.15	0.14	0.14
t7728	0.14	0.15	0.15	0.15	0.15	0.14	0.15	0.16	0.17	0.19	0.19
t7729	0.19	0.19	0.18	0.18	0.17	0.16	0.16	0.15	0.14	0.13	0.12
t7730	0.11	0.09	0.08	0.09	0.10	0.11	0.11	0.10	0.10	0.09	0.09
t7731	0.09	0.09	0.09	0.10	0.10	0.11	0.12	0.13	0.14	0.13	0.12
t7732	0.09	0.07	0.05	0.05	0.05	0.05	0.06	0.07	0.07	0.08	0.09
t7733	0.09	0.09	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08
t7734	0.08	0.08	0.07	0.06	0.06	0.05	0.06	0.06	0.08	0.08	0.08
t7735	0.07	0.07	0.06	0.06	0.06	0.05	0.04	0.04	0.04	0.04	0.04
t7736	0.05	0.05	0.05	0.06	0.05	0.06	0.06	0.08	0.08	0.08	0.09
t7737	0.10	0.10	0.11	0.11	0.12	0.12	0.10	0.10	0.10	0.09	0.08
t7738	0.07	0.07	0.07	0.07	0.08	0.09	0.09	0.10	0.11	0.14	0.14
t7739	0.16	0.17	0.20	0.22	0.24	0.26	0.28	0.30	0.31	0.35	0.36
t7740	0.37	0.37	0.37	0.37	0.37	0.37	0.36	0.35	0.36	0.37	0.38
t7741	0.39	0.41	0.42	0.45	0.46	0.47	0.47	0.47	0.47	0.46	0.45
t7742	0.47	0.48	0.48	0.48	0.46	0.44	0.42	0.39	0.36	0.33	0.25
t7743	0.22	0.22	0.20	0.18	0.18	0.18	0.19	0.20	0.22	0.23	0.24
t7744	0.24	0.25	0.27	0.27	0.29	0.29	0.28	0.26	0.25	0.24	0.23
t7745	0.19	0.17	0.15	0.13	0.12	0.10	0.09	0.08	0.07	0.07	0.06
t7746	0.06	0.06	0.06	0.07	0.10	0.17	0.25	0.33	0.38	0.45	0.52
t7747	0.57	0.59	0.59	0.58	0.62	0.63	0.65	0.71	0.68	0.66	0.62
t7748	0.58	0.55	0.54	0.52	0.50	0.52	0.51	0.50	0.46	0.45	0.43
t7749	0.41	0.39	0.37	0.35	0.31	0.27	0.29	0.27	0.26	0.26	0.27
t7750	0.28	0.31	0.31	0.32	0.30	0.28	0.25	0.22	0.19	0.17	0.16
t7751	0.15	0.13	0.11	0.09	0.08	0.07	0.07	0.06	0.04	0.04	0.04
t7752	0.04	0.04	0.05	0.05	0.06	0.06	0.06	0.06	0.07	0.06	0.06
t7753	0.07	0.08	0.10	0.12	0.15	0.18	0.20	0.22	0.23	0.23	0.21
t7754	0.21	0.23	0.23	0.25	0.26	0.27	0.27	0.27	0.27	0.27	0.27
t7755	0.30	0.29	0.28	0.27	0.28	0.29	0.30	0.31	0.33	0.34	0.35
t7756	0.37	0.38	0.41	0.44	0.49	0.53	0.56	0.58	0.59	0.60	0.59
t7757	0.59	0.60	0.59	0.58	0.53	0.46	0.40	0.33	0.28	0.24	0.20
t7758	0.18	0.16	0.15	0.13	0.12	0.12	0.11	0.11	0.10	0.10	0.10
t7759	0.10	0.10	0.10	0.10	0.09	0.09	0.09	0.08	0.08	0.08	0.08
t7760	0.08	0.09	0.09	0.09	0.08	0.07	0.07	0.07	0.07	0.08	0.09
t7761	0.09	0.10	0.11	0.11	0.11	0.13	0.15	0.14	0.13	0.13	0.14
t7762	0.15	0.15	0.16	0.17	0.18	0.19	0.18	0.17	0.17	0.17	0.17
t7763	0.17	0.17	0.17	0.17	0.17	0.17	0.17	0.18	0.17	0.15	0.13
t7764	0.15	0.18	0.22	0.28	0.34	0.38	0.41	0.44	0.46	0.47	0.46
t7765	0.46	0.43	0.39	0.38	0.37	0.36	0.36	0.35	0.35	0.36	0.35
t7766	0.34	0.33	0.32	0.34	0.36	0.37	0.38	0.40	0.41	0.41	0.42
t7767	0.41	0.42	0.44	0.45	0.44	0.43	0.43	0.43	0.43	0.43	0.42
t7768	0.42	0.45	0.44	0.44	0.43	0.44	0.44	0.43	0.43	0.42	0.41
t7769	0.40	0.37	0.33	0.30	0.26	0.23	0.22	0.20	0.17	0.14	0.11
t7770	0.09	0.08	0.10	0.11	0.11	0.11	0.12	0.13	0.16	0.18	0.20
t7771	0.21	0.21	0.21	0.21	0.22	0.19	0.16	0.18	0.22	0.26	0.29
t7772	0.31	0.33	0.34	0.34	0.34	0.31	0.32	0.32	0.33	0.33	0.34
t7773	0.35	0.37	0.39	0.41	0.42	0.42	0.45	0.42	0.43	0.48	0.50
t7774	0.51	0.50	0.49	0.45	0.41	0.38	0.37	0.36	0.31	0.28	0.25
t7775	0.22	0.18	0.15	0.13	0.11	0.09	0.07	0.06	0.06	0.07	0.07
t7776	0.07	0.08	0.11	0.11	0.10	0.09	0.10	0.11	0.10	0.10	0.08
t7777	0.07	0.07	0.06	0.06	0.06	0.05	0.04	0.04	0.04	0.03	0.04
t7778	0.03	0.03	0.03	0.03	0.03	0.04	0.04	0.05	0.06	0.07	0.07
t7779	0.09	0.10	0.11	0.12	0.13	0.14	0.14	0.14	0.14	0.13	0.12
t7780	0.11	0.10	0.07	0.07	0.08	0.09	0.08	0.08	0.07	0.07	0.07
t7781	0.07	0.06	0.05	0.05	0.05	0.04	0.04	0.04	0.04	0.04	0.06
t7782	0.07	0.09	0.11	0.14	0.17	0.21	0.26	0.30	0.33	0.34	0.34
t7783	0.34	0.34	0.34	0.34	0.33	0.31	0.29	0.30	0.29	0.30	0.30
t7784	0.29	0.27	0.26	0.25	0.23	0.21	0.20	0.19	0.19	0.19	0.20
t7785	0.19	0.19	0.20	0.20	0.21	0.21	0.21	0.24	0.27	0.32	0.36
t7786	0.38	0.40	0.42	0.43	0.44	0.46	0.49	0.49	0.49	0.48	0.50
t7787	0.52	0.54	0.55	0.54	0.49	0.46	0.44	0.43	0.41	0.41	0.43
t7788	0.45	0.47	0.49	0.52	0.52	0.52	0.50	0.47	0.43	0.37	0.37
t7789	0.36	0.38	0.42	0.50	0.56	0.58	0.59	0.59	0.58	0.56	0.56
t7790	0.52	0.49	0.45	0.42	0.40	0.39	0.37	0.36	0.36	0.35	0.33
t7791	0.28	0.24	0.23	0.23	0.23	0.20	0.18	0.17	0.16	0.15	0.14
t7792	0.14	0.15	0.17	0.20	0.23	0.28	0.31	0.34	0.37	0.38	0.40
t7793	0.41	0.39	0.34	0.30	0.26	0.23	0.24	0.24	0.24	0.22	0.21
t7794	0.19	0.17	0.15	0.13	0.13	0.12	0.11	0.09	0.09	0.09	0.10
t7795	0.10	0.09	0.09	0.10	0.10	0.10	0.10	0.10	0.09	0.09	0.09
t7796	0.09	0.09	0.09	0.08	0.08	0.08	0.08	0.07	0.06	0.06	0.06
t7797	0.05	0.05	0.05	0.04	0.04	0.04	0.04	0.03	0.03	0.03	0.03
t7798	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.04	0.04	0.04	0.04
t7799	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03
t7800	0.03	0.03	0.04	0.04	0.05	0.05	0.05	0.05	0.05	0.07	0.06
t7801	0.06	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.04	0.04
t7802	0.04	0.03	0.03	0.04	0.04	0.05	0.05	0.05	0.05	0.05	0.05
t7803	0.05	0.06	0.06	0.06	0.07	0.07	0.09	0.10	0.12	0.13	0.15
t7804	0.17	0.18	0.23	0.28	0.32	0.36	0.41	0.46	0.50	0.53	0.56
t7805	0.57	0.58	0.61	0.61	0.61	0.61	0.62	0.62	0.64	0.64	0.63
t7806	0.60	0.56	0.52	0.50	0.48	0.45	0.42	0.37	0.34	0.32	0.31
t7807	0.30	0.27	0.26	0.24	0.25	0.23	0.22	0.20	0.19	0.16	0.16
t7808	0.15	0.15	0.15	0.15	0.14	0.15	0.14	0.12	0.12	0.12	0.12
